resource_id,species_id,title,description,habitat,medicinal_use,conservation_status,interesting_fact,image_filename
EDU0200,SP0200,Getting to know Common Crow,"An educational overview of Common Crow (Euploea core), covering identification, habitat, and ecological role in the Kopargaon region.",Temple Grove,None documented,Vulnerable,Common Crow plays an important role in local ecosystem balance.,SP0200_Euploea_core.jpg
EDU0201,SP0201,Getting to know Common Emigrant,"An educational overview of Common Emigrant (Catopsilia pomona), covering identification, habitat, and ecological role in the Kopargaon region.",Urban Garden,None documented,Data Deficient,Common Emigrant is considered a good indicator of local habitat health.,SP0201_Catopsilia_pomona.jpg
EDU0202,SP0202,Getting to know Common Grass Yellow,"An educational overview of Common Grass Yellow (Eurema hecabe), covering identification, habitat, and ecological role in the Kopargaon region.",Temple Grove,None documented,Not Evaluated,Common Grass Yellow has been recorded by citizen scientists across multiple villages.,SP0202_Eurema_hecabe.jpg
EDU0203,SP0203,Getting to know Small Grass Yellow,"An educational overview of Small Grass Yellow (Eurema brigitta), covering identification, habitat, and ecological role in the Kopargaon region.",Temple Grove,None documented,Vulnerable,Small Grass Yellow is most active during the Sep-Dec period.,SP0203_Eurema_brigitta.jpg
EDU0204,SP0204,Getting to know Common Wanderer,"An educational overview of Common Wanderer (Pareronia valeria), covering identification, habitat, and ecological role in the Kopargaon region.",Urban Garden,None documented,Endangered,Common Wanderer plays an important role in local ecosystem balance.,SP0204_Pareronia_valeria.jpg
EDU0205,SP0205,Getting to know Great Eggfly,"An educational overview of Great Eggfly (Hypolimnas bolina), covering identification, habitat, and ecological role in the Kopargaon region.",Temple Grove,None documented,Least Concern,Great Eggfly plays an important role in local ecosystem balance.,SP0205_Hypolimnas_bolina.jpg
EDU0206,SP0206,Getting to know Grey Pansy,"An educational overview of Grey Pansy (Junonia atlites), covering identification, habitat, and ecological role in the Kopargaon region.",Grassland,None documented,Least Concern,Grey Pansy is considered a good indicator of local habitat health.,SP0206_Junonia_atlites.jpg
EDU0207,SP0207,Getting to know Peacock Pansy,"An educational overview of Peacock Pansy (Junonia almana), covering identification, habitat, and ecological role in the Kopargaon region.",Urban Garden,None documented,Least Concern,Peacock Pansy is considered a good indicator of local habitat health.,SP0207_Junonia_almana.jpg
EDU0208,SP0208,Getting to know Lemon Pansy,"An educational overview of Lemon Pansy (Junonia lemonias), covering identification, habitat, and ecological role in the Kopargaon region.",Grassland,None documented,Endangered,Lemon Pansy has been recorded by citizen scientists across multiple villages.,SP0208_Junonia_lemonias.jpg
EDU0209,SP0209,Getting to know Chocolate Pansy,"An educational overview of Chocolate Pansy (Junonia iphita), covering identification, habitat, and ecological role in the Kopargaon region.",Agricultural Field,None documented,Near Threatened,Chocolate Pansy has been recorded by citizen scientists across multiple villages.,SP0209_Junonia_iphita.jpg
EDU0210,SP0210,Getting to know Yellow Pansy,"An educational overview of Yellow Pansy (Junonia hierta), covering identification, habitat, and ecological role in the Kopargaon region.",Grassland,None documented,Least Concern,Yellow Pansy plays an important role in local ecosystem balance.,SP0210_Junonia_hierta.jpg
EDU0211,SP0211,Getting to know Blue Pansy,"An educational overview of Blue Pansy (Junonia orithya), covering identification, habitat, and ecological role in the Kopargaon region.",Roadside Plantation,None documented,Near Threatened,Blue Pansy is most active during the Jun-Sep period.,SP0211_Junonia_orithya.jpg
EDU0212,SP0212,Getting to know Common Sailor,"An educational overview of Common Sailor (Neptis hylas), covering identification, habitat, and ecological role in the Kopargaon region.",Urban Garden,None documented,Least Concern,Common Sailor has been recorded by citizen scientists across multiple villages.,SP0212_Neptis_hylas.jpg
EDU0213,SP0213,Getting to know Common Baron,"An educational overview of Common Baron (Euthalia aconthea), covering identification, habitat, and ecological role in the Kopargaon region.",Roadside Plantation,None documented,Near Threatened,Common Baron is considered a good indicator of local habitat health.,SP0213_Euthalia_aconthea.jpg
EDU0214,SP0214,Getting to know Tawny Coster,"An educational overview of Tawny Coster (Acraea terpsicore), covering identification, habitat, and ecological role in the Kopargaon region.",Agricultural Field,None documented,Not Evaluated,Tawny Coster is most active during the Mar-Jun period.,SP0214_Acraea_terpsicore.jpg
EDU0215,SP0215,Getting to know Common Leopard,"An educational overview of Common Leopard (Phalanta phalantha), covering identification, habitat, and ecological role in the Kopargaon region.",Grassland,None documented,Vulnerable,Common Leopard is considered a good indicator of local habitat health.,SP0215_Phalanta_phalantha.jpg
EDU0216,SP0216,Getting to know Common Castor,"An educational overview of Common Castor (Ariadne merione), covering identification, habitat, and ecological role in the Kopargaon region.",Urban Garden,None documented,Least Concern,Common Castor has been recorded by citizen scientists across multiple villages.,SP0216_Ariadne_merione.jpg
EDU0217,SP0217,Getting to know Angled Castor,"An educational overview of Angled Castor (Ariadne ariadne), covering identification, habitat, and ecological role in the Kopargaon region.",Roadside Plantation,None documented,Not Evaluated,Angled Castor is most active during the Dec-Feb period.,SP0217_Ariadne_ariadne.jpg
EDU0218,SP0218,Getting to know Common Gull,"An educational overview of Common Gull (Cepora nerissa), covering identification, habitat, and ecological role in the Kopargaon region.",Urban Garden,None documented,Vulnerable,Common Gull plays an important role in local ecosystem balance.,SP0218_Cepora_nerissa.jpg
EDU0219,SP0219,Getting to know Common Jay,"An educational overview of Common Jay (Graphium doson), covering identification, habitat, and ecological role in the Kopargaon region.",Urban Garden,None documented,Least Concern,Common Jay is considered a good indicator of local habitat health.,SP0219_Graphium_doson.jpg
EDU0220,SP0220,Getting to know Tailed Jay,"An educational overview of Tailed Jay (Graphium agamemnon), covering identification, habitat, and ecological role in the Kopargaon region.",Agricultural Field,None documented,Endangered,Tailed Jay has been recorded by citizen scientists across multiple villages.,SP0220_Graphium_agamemnon.jpg
EDU0221,SP0221,Getting to know Common Banded Awl,"An educational overview of Common Banded Awl (Hasora chromus), covering identification, habitat, and ecological role in the Kopargaon region.",Urban Garden,None documented,Least Concern,Common Banded Awl is considered a good indicator of local habitat health.,SP0221_Hasora_chromus.jpg
EDU0222,SP0222,Getting to know Indian Skipper,"An educational overview of Indian Skipper (Spialia galba), covering identification, habitat, and ecological role in the Kopargaon region.",Urban Garden,None documented,Least Concern,Indian Skipper is most active during the Dec-Feb period.,SP0222_Spialia_galba.jpg
EDU0223,SP0223,Getting to know Common Grass Blue,"An educational overview of Common Grass Blue (Zizeeria karsandra), covering identification, habitat, and ecological role in the Kopargaon region.",Agricultural Field,None documented,Least Concern,Common Grass Blue is considered a good indicator of local habitat health.,SP0223_Zizeeria_karsandra.jpg
EDU0224,SP0224,Getting to know Pea Blue,"An educational overview of Pea Blue (Lampides boeticus), covering identification, habitat, and ecological role in the Kopargaon region.",Urban Garden,None documented,Not Evaluated,Pea Blue plays an important role in local ecosystem balance.,SP0224_Lampides_boeticus.jpg
EDU0225,SP0225,Getting to know Gram Blue,"An educational overview of Gram Blue (Euchrysops cnejus), covering identification, habitat, and ecological role in the Kopargaon region.",Roadside Plantation,None documented,Endangered,Gram Blue is considered a good indicator of local habitat health.,SP0225_Euchrysops_cnejus.jpg
EDU0226,SP0226,Getting to know Dark Grass Blue,"An educational overview of Dark Grass Blue (Zizeeria knysna), covering identification, habitat, and ecological role in the Kopargaon region.",Temple Grove,None documented,Near Threatened,Dark Grass Blue is most active during the Sep-Dec period.,SP0226_Zizeeria_knysna.jpg
EDU0227,SP0227,Getting to know Common Cerulean,"An educational overview of Common Cerulean (Jamides celeno), covering identification, habitat, and ecological role in the Kopargaon region.",Agricultural Field,None documented,Endangered,Common Cerulean has been recorded by citizen scientists across multiple villages.,SP0227_Jamides_celeno.jpg
EDU0228,SP0228,Getting to know Lime Blue,"An educational overview of Lime Blue (Chilades lajus), covering identification, habitat, and ecological role in the Kopargaon region.",Roadside Plantation,None documented,Least Concern,Lime Blue is considered a good indicator of local habitat health.,SP0228_Chilades_lajus.jpg
EDU0229,SP0229,Getting to know Red Pierrot,"An educational overview of Red Pierrot (Talicada nyseus), covering identification, habitat, and ecological role in the Kopargaon region.",Temple Grove,None documented,Least Concern,Red Pierrot plays an important role in local ecosystem balance.,SP0229_Talicada_nyseus.jpg
EDU0230,SP0230,Getting to know Common Pierrot,"An educational overview of Common Pierrot (Castalius rosimon), covering identification, habitat, and ecological role in the Kopargaon region.",Roadside Plantation,None documented,Least Concern,Common Pierrot has been recorded by citizen scientists across multiple villages.,SP0230_Castalius_rosimon.jpg
EDU0231,SP0231,Getting to know Striped Pierrot,"An educational overview of Striped Pierrot (Tarucus nara), covering identification, habitat, and ecological role in the Kopargaon region.",Roadside Plantation,None documented,Vulnerable,Striped Pierrot plays an important role in local ecosystem balance.,SP0231_Tarucus_nara.jpg
EDU0232,SP0232,Getting to know Zebra Blue,"An educational overview of Zebra Blue (Leptotes plinius), covering identification, habitat, and ecological role in the Kopargaon region.",Roadside Plantation,None documented,Least Concern,Zebra Blue is considered a good indicator of local habitat health.,SP0232_Leptotes_plinius.jpg
EDU0233,SP0233,Getting to know Common Silverline,"An educational overview of Common Silverline (Spindasis vulcanus), covering identification, habitat, and ecological role in the Kopargaon region.",Temple Grove,None documented,Endangered,Common Silverline is considered a good indicator of local habitat health.,SP0233_Spindasis_vulcanus.jpg
EDU0234,SP0234,Getting to know Common Bushbrown,"An educational overview of Common Bushbrown (Mycalesis perseus), covering identification, habitat, and ecological role in the Kopargaon region.",Roadside Plantation,None documented,Least Concern,Common Bushbrown plays an important role in local ecosystem balance.,SP0234_Mycalesis_perseus.jpg
EDU0235,SP0235,Getting to know Common Evening Brown,"An educational overview of Common Evening Brown (Melanitis leda), covering identification, habitat, and ecological role in the Kopargaon region.",Urban Garden,None documented,Vulnerable,Common Evening Brown is considered a good indicator of local habitat health.,SP0235_Melanitis_leda.jpg
EDU0236,SP0236,Getting to know Common Fivering,"An educational overview of Common Fivering (Ypthima baldus), covering identification, habitat, and ecological role in the Kopargaon region.",Urban Garden,None documented,Endangered,Common Fivering is considered a good indicator of local habitat health.,SP0236_Ypthima_baldus.jpg
EDU0237,SP0237,Getting to know Common Fourring,"An educational overview of Common Fourring (Ypthima huebneri), covering identification, habitat, and ecological role in the Kopargaon region.",Grassland,None documented,Least Concern,Common Fourring plays an important role in local ecosystem balance.,SP0237_Ypthima_huebneri.jpg
EDU0238,SP0238,Getting to know White Orange Tip,"An educational overview of White Orange Tip (Ixias marianne), covering identification, habitat, and ecological role in the Kopargaon region.",Roadside Plantation,None documented,Endangered,White Orange Tip plays an important role in local ecosystem balance.,SP0238_Ixias_marianne.jpg
EDU0239,SP0239,Getting to know Great Orange Tip,"An educational overview of Great Orange Tip (Hebomoia glaucippe), covering identification, habitat, and ecological role in the Kopargaon region.",Roadside Plantation,None documented,Least Concern,Great Orange Tip is considered a good indicator of local habitat health.,SP0239_Hebomoia_glaucippe.jpg
EDU0240,SP0240,Getting to know Common Albatross,"An educational overview of Common Albatross (Appias albina), covering identification, habitat, and ecological role in the Kopargaon region.",Agricultural Field,None documented,Least Concern,Common Albatross plays an important role in local ecosystem balance.,SP0240_Appias_albina.jpg
EDU0241,SP0241,Getting to know Common Palmfly,"An educational overview of Common Palmfly (Elymnias hypermnestra), covering identification, habitat, and ecological role in the Kopargaon region.",Temple Grove,None documented,Endangered,Common Palmfly is most active during the Sep-Dec period.,SP0241_Elymnias_hypermnestra.jpg
EDU0242,SP0242,Getting to know Common Crimson Tip,"An educational overview of Common Crimson Tip (Colotis danae), covering identification, habitat, and ecological role in the Kopargaon region.",Agricultural Field,None documented,Data Deficient,Common Crimson Tip is considered a good indicator of local habitat health.,SP0242_Colotis_danae.jpg
EDU0243,SP0243,Getting to know Spot Swordtail,"An educational overview of Spot Swordtail (Graphium nomius), covering identification, habitat, and ecological role in the Kopargaon region.",Roadside Plantation,None documented,Least Concern,Spot Swordtail plays an important role in local ecosystem balance.,SP0243_Graphium_nomius.jpg
EDU0244,SP0244,Getting to know Southern Birdwing,"An educational overview of Southern Birdwing (Troides minos), covering identification, habitat, and ecological role in the Kopargaon region.",Grassland,None documented,Least Concern,Southern Birdwing plays an important role in local ecosystem balance.,SP0244_Troides_minos.jpg
EDU0245,SP0245,Getting to know Common Mime,"An educational overview of Common Mime (Chilasa clytia), covering identification, habitat, and ecological role in the Kopargaon region.",Urban Garden,None documented,Vulnerable,Common Mime is most active during the Mar-Jun period.,SP0245_Chilasa_clytia.jpg
EDU0246,SP0246,Getting to know Common Line Blue,"An educational overview of Common Line Blue (Prosotas nora), covering identification, habitat, and ecological role in the Kopargaon region.",Grassland,None documented,Not Evaluated,Common Line Blue is considered a good indicator of local habitat health.,SP0246_Prosotas_nora.jpg
EDU0247,SP0247,Getting to know Psyche,"An educational overview of Psyche (Leptosia nina), covering identification, habitat, and ecological role in the Kopargaon region.",Grassland,None documented,Least Concern,Psyche has been recorded by citizen scientists across multiple villages.,SP0247_Leptosia_nina.jpg
EDU0248,SP0248,Getting to know Common Sergeant,"An educational overview of Common Sergeant (Athyma perius), covering identification, habitat, and ecological role in the Kopargaon region.",Roadside Plantation,None documented,Least Concern,Common Sergeant is considered a good indicator of local habitat health.,SP0248_Athyma_perius.jpg
EDU0249,SP0249,Getting to know Ground Skimmer,"An educational overview of Ground Skimmer (Diplacodes trivialis), covering identification, habitat, and ecological role in the Kopargaon region.",Wetland,None documented,Endangered,Ground Skimmer has been recorded by citizen scientists across multiple villages.,SP0249_Diplacodes_trivialis.jpg
EDU0250,SP0250,Getting to know Wandering Glider,"An educational overview of Wandering Glider (Pantala flavescens), covering identification, habitat, and ecological role in the Kopargaon region.",Wetland,None documented,Endangered,Wandering Glider has been recorded by citizen scientists across multiple villages.,SP0250_Pantala_flavescens.jpg
EDU0251,SP0251,Getting to know Crimson Marsh Glider,"An educational overview of Crimson Marsh Glider (Trithemis aurora), covering identification, habitat, and ecological role in the Kopargaon region.",Pond,None documented,Vulnerable,Crimson Marsh Glider plays an important role in local ecosystem balance.,SP0251_Trithemis_aurora.jpg
EDU0252,SP0252,Getting to know Common Clubtail,"An educational overview of Common Clubtail (Ictinogomphus rapax), covering identification, habitat, and ecological role in the Kopargaon region.",Godavari River,None documented,Near Threatened,Common Clubtail plays an important role in local ecosystem balance.,SP0252_Ictinogomphus_rapax.jpg
EDU0253,SP0253,Getting to know Rufous-backed Marsh Hawk,"An educational overview of Rufous-backed Marsh Hawk (Orthetrum pruinosum), covering identification, habitat, and ecological role in the Kopargaon region.",Godavari River,None documented,Least Concern,Rufous-backed Marsh Hawk has been recorded by citizen scientists across multiple villages.,SP0253_Orthetrum_pruinosum.jpg
EDU0254,SP0254,Getting to know Marsh Skimmer,"An educational overview of Marsh Skimmer (Orthetrum luzonicum), covering identification, habitat, and ecological role in the Kopargaon region.",Godavari River,None documented,Vulnerable,Marsh Skimmer is most active during the Sep-Dec period.,SP0254_Orthetrum_luzonicum.jpg
EDU0255,SP0255,Getting to know Common Parasol,"An educational overview of Common Parasol (Neurothemis tullia), covering identification, habitat, and ecological role in the Kopargaon region.",Godavari River,None documented,Not Evaluated,Common Parasol is most active during the Jun-Sep period.,SP0255_Neurothemis_tullia.jpg
EDU0256,SP0256,Getting to know Ditch Jewel,"An educational overview of Ditch Jewel (Brachythemis contaminata), covering identification, habitat, and ecological role in the Kopargaon region.",Canal,None documented,Data Deficient,Ditch Jewel has been recorded by citizen scientists across multiple villages.,SP0256_Brachythemis_contaminata.jpg
EDU0257,SP0257,Getting to know Coromandel Marsh Dart,"An educational overview of Coromandel Marsh Dart (Ceriagrion coromandelianum), covering identification, habitat, and ecological role in the Kopargaon region.",Godavari River,None documented,Endangered,Coromandel Marsh Dart is considered a good indicator of local habitat health.,SP0257_Ceriagrion_coromandelianum.jpg
EDU0258,SP0258,Getting to know Pigmy Dartlet,"An educational overview of Pigmy Dartlet (Agriocnemis pygmaea), covering identification, habitat, and ecological role in the Kopargaon region.",Pond,None documented,Endangered,Pigmy Dartlet is considered a good indicator of local habitat health.,SP0258_Agriocnemis_pygmaea.jpg
EDU0259,SP0259,Getting to know Ornate Coraltail,"An educational overview of Ornate Coraltail (Ceriagrion cerinorubellum), covering identification, habitat, and ecological role in the Kopargaon region.",Godavari River,None documented,Vulnerable,Ornate Coraltail plays an important role in local ecosystem balance.,SP0259_Ceriagrion_cerinorubellum.jpg
EDU0260,SP0260,Getting to know Blue-tailed Yellow Skimmer,"An educational overview of Blue-tailed Yellow Skimmer (Brachydiplax sobrina), covering identification, habitat, and ecological role in the Kopargaon region.",Godavari River,None documented,Least Concern,Blue-tailed Yellow Skimmer is considered a good indicator of local habitat health.,SP0260_Brachydiplax_sobrina.jpg
EDU0261,SP0261,Getting to know Green Marsh Hawk,"An educational overview of Green Marsh Hawk (Orthetrum sabina), covering identification, habitat, and ecological role in the Kopargaon region.",Wetland,None documented,Least Concern,Green Marsh Hawk is considered a good indicator of local habitat health.,SP0261_Orthetrum_sabina.jpg
EDU0262,SP0262,Getting to know Sociable Glider,"An educational overview of Sociable Glider (Tramea limbata), covering identification, habitat, and ecological role in the Kopargaon region.",Godavari River,None documented,Least Concern,Sociable Glider is most active during the Year-round period.,SP0262_Tramea_limbata.jpg
EDU0263,SP0263,Getting to know Trumpet Tail,"An educational overview of Trumpet Tail (Acisoma panorpoides), covering identification, habitat, and ecological role in the Kopargaon region.",Pond,None documented,Not Evaluated,Trumpet Tail is considered a good indicator of local habitat health.,SP0263_Acisoma_panorpoides.jpg
EDU0264,SP0264,Getting to know Common Redbolt,"An educational overview of Common Redbolt (Rhodothemis rufa), covering identification, habitat, and ecological role in the Kopargaon region.",Canal,None documented,Vulnerable,Common Redbolt has been recorded by citizen scientists across multiple villages.,SP0264_Rhodothemis_rufa.jpg
EDU0265,SP0265,Getting to know Restless Demon,"An educational overview of Restless Demon (Indothemis carnatica), covering identification, habitat, and ecological role in the Kopargaon region.",Godavari River,None documented,Near Threatened,Restless Demon is most active during the Dec-Feb period.,SP0265_Indothemis_carnatica.jpg
EDU0266,SP0266,Getting to know Black Stream Glider,"An educational overview of Black Stream Glider (Trithemis festiva), covering identification, habitat, and ecological role in the Kopargaon region.",Godavari River,None documented,Least Concern,Black Stream Glider is considered a good indicator of local habitat health.,SP0266_Trithemis_festiva.jpg
EDU0267,SP0267,Getting to know Yellow-striped Blue Dartlet,"An educational overview of Yellow-striped Blue Dartlet (Ceriagrion olivaceum), covering identification, habitat, and ecological role in the Kopargaon region.",Pond,None documented,Least Concern,Yellow-striped Blue Dartlet is considered a good indicator of local habitat health.,SP0267_Ceriagrion_olivaceum.jpg
EDU0268,SP0268,Getting to know Blue-tailed Damselfly,"An educational overview of Blue-tailed Damselfly (Ischnura senegalensis), covering identification, habitat, and ecological role in the Kopargaon region.",Wetland,None documented,Least Concern,Blue-tailed Damselfly is most active during the Dec-Feb period.,SP0268_Ischnura_senegalensis.jpg
EDU0269,SP0269,Getting to know Rohu,"An educational overview of Rohu (Labeo rohita), covering identification, habitat, and ecological role in the Kopargaon region.",Godavari River,None documented,Endangered,Rohu is considered a good indicator of local habitat health.,SP0269_Labeo_rohita.jpg
EDU0270,SP0270,Getting to know Catla,"An educational overview of Catla (Catla catla), covering identification, habitat, and ecological role in the Kopargaon region.",Pond,None documented,Least Concern,Catla is most active during the Sep-Dec period.,SP0270_Catla_catla.jpg
EDU0271,SP0271,Getting to know Mrigal,"An educational overview of Mrigal (Cirrhinus mrigala), covering identification, habitat, and ecological role in the Kopargaon region.",Godavari River,None documented,Data Deficient,Mrigal plays an important role in local ecosystem balance.,SP0271_Cirrhinus_mrigala.jpg
EDU0272,SP0272,Getting to know Common Carp,"An educational overview of Common Carp (Cyprinus carpio), covering identification, habitat, and ecological role in the Kopargaon region.",Canal,None documented,Vulnerable,Common Carp is considered a good indicator of local habitat health.,SP0272_Cyprinus_carpio.jpg
EDU0273,SP0273,Getting to know Grass Carp,"An educational overview of Grass Carp (Ctenopharyngodon idella), covering identification, habitat, and ecological role in the Kopargaon region.",Canal,None documented,Data Deficient,Grass Carp is most active during the Sep-Dec period.,SP0273_Ctenopharyngodon_idella.jpg
EDU0274,SP0274,Getting to know Silver Carp,"An educational overview of Silver Carp (Hypophthalmichthys molitrix), covering identification, habitat, and ecological role in the Kopargaon region.",Godavari River,None documented,Data Deficient,Silver Carp plays an important role in local ecosystem balance.,SP0274_Hypophthalmichthys_molitrix.jpg
EDU0275,SP0275,Getting to know Walking Catfish,"An educational overview of Walking Catfish (Clarias batrachus), covering identification, habitat, and ecological role in the Kopargaon region.",Reservoir,None documented,Endangered,Walking Catfish has been recorded by citizen scientists across multiple villages.,SP0275_Clarias_batrachus.jpg
EDU0276,SP0276,Getting to know Stinging Catfish,"An educational overview of Stinging Catfish (Heteropneustes fossilis), covering identification, habitat, and ecological role in the Kopargaon region.",Reservoir,None documented,Not Evaluated,Stinging Catfish has been recorded by citizen scientists across multiple villages.,SP0276_Heteropneustes_fossilis.jpg
EDU0277,SP0277,Getting to know Giant Snakehead,"An educational overview of Giant Snakehead (Channa marulius), covering identification, habitat, and ecological role in the Kopargaon region.",Godavari River,None documented,Least Concern,Giant Snakehead plays an important role in local ecosystem balance.,SP0277_Channa_marulius.jpg
EDU0278,SP0278,Getting to know Striped Snakehead,"An educational overview of Striped Snakehead (Channa striata), covering identification, habitat, and ecological role in the Kopargaon region.",Reservoir,None documented,Least Concern,Striped Snakehead plays an important role in local ecosystem balance.,SP0278_Channa_striata.jpg
EDU0279,SP0279,Getting to know Freshwater Garfish,"An educational overview of Freshwater Garfish (Xenentodon cancila), covering identification, habitat, and ecological role in the Kopargaon region.",Pond,None documented,Least Concern,Freshwater Garfish is most active during the Dec-Feb period.,SP0279_Xenentodon_cancila.jpg
EDU0280,SP0280,Getting to know Deccan Mahseer,"An educational overview of Deccan Mahseer (Tor khudree), covering identification, habitat, and ecological role in the Kopargaon region.",Godavari River,None documented,Least Concern,Deccan Mahseer plays an important role in local ecosystem balance.,SP0280_Tor_khudree.jpg
EDU0281,SP0281,Getting to know Climbing Perch,"An educational overview of Climbing Perch (Anabas testudineus), covering identification, habitat, and ecological role in the Kopargaon region.",Pond,None documented,Least Concern,Climbing Perch is most active during the Sep-Dec period.,SP0281_Anabas_testudineus.jpg
EDU0282,SP0282,Getting to know Indian Glassy Fish,"An educational overview of Indian Glassy Fish (Parambassis ranga), covering identification, habitat, and ecological role in the Kopargaon region.",Reservoir,None documented,Vulnerable,Indian Glassy Fish plays an important role in local ecosystem balance.,SP0282_Parambassis_ranga.jpg
EDU0283,SP0283,Getting to know Mystus Catfish,"An educational overview of Mystus Catfish (Mystus tengara), covering identification, habitat, and ecological role in the Kopargaon region.",Canal,None documented,Not Evaluated,Mystus Catfish is considered a good indicator of local habitat health.,SP0283_Mystus_tengara.jpg
EDU0284,SP0284,Getting to know Wallago Catfish,"An educational overview of Wallago Catfish (Wallago attu), covering identification, habitat, and ecological role in the Kopargaon region.",Reservoir,None documented,Least Concern,Wallago Catfish has been recorded by citizen scientists across multiple villages.,SP0284_Wallago_attu.jpg
EDU0285,SP0285,Getting to know Butter Catfish,"An educational overview of Butter Catfish (Ompok bimaculatus), covering identification, habitat, and ecological role in the Kopargaon region.",Godavari River,None documented,Least Concern,Butter Catfish is most active during the Sep-Dec period.,SP0285_Ompok_bimaculatus.jpg
EDU0286,SP0286,Getting to know Olive Barb,"An educational overview of Olive Barb (Systomus sarana), covering identification, habitat, and ecological role in the Kopargaon region.",Godavari River,None documented,Not Evaluated,Olive Barb has been recorded by citizen scientists across multiple villages.,SP0286_Systomus_sarana.jpg
EDU0287,SP0287,Getting to know Rosy Barb,"An educational overview of Rosy Barb (Pethia conchonius), covering identification, habitat, and ecological role in the Kopargaon region.",Godavari River,None documented,Least Concern,Rosy Barb is most active during the Dec-Feb period.,SP0287_Pethia_conchonius.jpg
EDU0288,SP0288,Getting to know Zebra Danio,"An educational overview of Zebra Danio (Danio rerio), covering identification, habitat, and ecological role in the Kopargaon region.",Godavari River,None documented,Endangered,Zebra Danio plays an important role in local ecosystem balance.,SP0288_Danio_rerio.jpg
EDU0289,SP0289,Getting to know Flying Barb,"An educational overview of Flying Barb (Esomus danricus), covering identification, habitat, and ecological role in the Kopargaon region.",Pond,None documented,Vulnerable,Flying Barb plays an important role in local ecosystem balance.,SP0289_Esomus_danricus.jpg
EDU0290,SP0290,Getting to know Bata,"An educational overview of Bata (Labeo bata), covering identification, habitat, and ecological role in the Kopargaon region.",Canal,None documented,Least Concern,Bata is considered a good indicator of local habitat health.,SP0290_Labeo_bata.jpg
EDU0291,SP0291,Getting to know Reba,"An educational overview of Reba (Cirrhinus reba), covering identification, habitat, and ecological role in the Kopargaon region.",Pond,None documented,Vulnerable,Reba plays an important role in local ecosystem balance.,SP0291_Cirrhinus_reba.jpg
EDU0292,SP0292,Getting to know Freshwater Eel,"An educational overview of Freshwater Eel (Anguilla bengalensis), covering identification, habitat, and ecological role in the Kopargaon region.",Reservoir,None documented,Least Concern,Freshwater Eel has been recorded by citizen scientists across multiple villages.,SP0292_Anguilla_bengalensis.jpg
EDU0293,SP0293,Getting to know Orange Chromide,"An educational overview of Orange Chromide (Etroplus maculatus), covering identification, habitat, and ecological role in the Kopargaon region.",Canal,None documented,Least Concern,Orange Chromide has been recorded by citizen scientists across multiple villages.,SP0293_Etroplus_maculatus.jpg
EDU0294,SP0294,Getting to know Deccan Barb,"An educational overview of Deccan Barb (Systomus canarensis), covering identification, habitat, and ecological role in the Kopargaon region.",Reservoir,None documented,Least Concern,Deccan Barb plays an important role in local ecosystem balance.,SP0294_Systomus_canarensis.jpg
EDU0295,SP0295,Getting to know Malabar Danio,"An educational overview of Malabar Danio (Devario aequipinnatus), covering identification, habitat, and ecological role in the Kopargaon region.",Pond,None documented,Data Deficient,Malabar Danio is most active during the Dec-Feb period.,SP0295_Devario_aequipinnatus.jpg
EDU0296,SP0296,Getting to know Indian Loach,"An educational overview of Indian Loach (Lepidocephalichthys thermalis), covering identification, habitat, and ecological role in the Kopargaon region.",Canal,None documented,Least Concern,Indian Loach is considered a good indicator of local habitat health.,SP0296_Lepidocephalichthys_thermalis.jpg
EDU0297,SP0297,Getting to know Indian Honey Bee,"An educational overview of Indian Honey Bee (Apis cerana), covering identification, habitat, and ecological role in the Kopargaon region.",Urban Garden,None documented,Least Concern,Indian Honey Bee has been recorded by citizen scientists across multiple villages.,SP0297_Apis_cerana.jpg
EDU0298,SP0298,Getting to know Giant Honey Bee,"An educational overview of Giant Honey Bee (Apis dorsata), covering identification, habitat, and ecological role in the Kopargaon region.",Agricultural Field,None documented,Least Concern,Giant Honey Bee is most active during the Dec-Feb period.,SP0298_Apis_dorsata.jpg
EDU0299,SP0299,Getting to know Little Honey Bee,"An educational overview of Little Honey Bee (Apis florea), covering identification, habitat, and ecological role in the Kopargaon region.",Urban Garden,None documented,Endangered,Little Honey Bee is most active during the Year-round period.,SP0299_Apis_florea.jpg
EDU0300,SP0300,Getting to know Indian Carpenter Bee,"An educational overview of Indian Carpenter Bee (Xylocopa violacea), covering identification, habitat, and ecological role in the Kopargaon region.",Agricultural Field,None documented,Least Concern,Indian Carpenter Bee has been recorded by citizen scientists across multiple villages.,SP0300_Xylocopa_violacea.jpg
EDU0301,SP0301,Getting to know Common Field Cricket,"An educational overview of Common Field Cricket (Gryllus bimaculatus), covering identification, habitat, and ecological role in the Kopargaon region.",Agricultural Field,None documented,Least Concern,Common Field Cricket has been recorded by citizen scientists across multiple villages.,SP0301_Gryllus_bimaculatus.jpg
EDU0302,SP0302,Getting to know Indian Grasshopper,"An educational overview of Indian Grasshopper (Oxya hyla), covering identification, habitat, and ecological role in the Kopargaon region.",Urban Garden,None documented,Data Deficient,Indian Grasshopper plays an important role in local ecosystem balance.,SP0302_Oxya_hyla.jpg
